Site_ID,Detector,Direction,Street,Type,Intersection
10031,2,SB,Main,Signal,Finnegans Lane
10031,3,EB,Minor,Signal,Finnegans Lane
10031,4,EB,Minor,Signal,Finnegans Lane
10031,5,EB,Minor,Signal,Finnegans Lane
10031,6,NB,Main,Signal,Finnegans Lane
10031,7,NB,Main,Signal,Finnegans Lane
10031,8,WB,Minor,Signal,Finnegans Lane
10031,9,WB,Minor,Signal,Finnegans Lane
10031,18,SB,Main,MidBlock,Finnegans Lane
10031,17,SB,Main,MidBlock,Finnegans Lane
10032,1,SB,Main,Signal,Aaron Road 
10032,2,SB,Main,Signal,Aaron Road 
10032,3,SB,Main,Signal,Aaron Road 
10032,4,EB,Minor,Signal,Aaron Road 
10032,5,EB,Minor,Signal,Aaron Road 
10032,6,EB,Minor,Signal,Aaron Road 
10032,7,EB,Minor,Signal,Aaron Road 
10032,8,EB,Minor,Signal,Aaron Road 
10032,9,NB,Main,Signal,Aaron Road 
10032,10,NB,Main,Signal,Aaron Road 
10032,11,NB,Main,Signal,Aaron Road 
10032,12,WB,Minor,Signal,Aaron Road 
10032,13,WB,Minor,Signal,Aaron Road 
10032,14,WB,Minor,Signal,Aaron Road 
10032,15,WB,Minor,Signal,Aaron Road 
10032,21,NB,Main,MidBlock,Aaron Road 
10032,22,NB,Main,MidBlock,Aaron Road 
10033,1,SB,Main,Signal,Commerce Boulevard 
10033,2,SB,Main,Signal,Commerce Boulevard 
10033,3,SB,Main,Signal,Commerce Boulevard 
10033,4,SB,Main,Signal,Commerce Boulevard 
10033,5,EB,Minor,Signal,Commerce Boulevard 
10033,6,EB,Minor,Signal,Commerce Boulevard 
10033,7,EB,Minor,Signal,Commerce Boulevard 
10033,8,EB,Minor,Signal,Commerce Boulevard 
10033,9,EB,Minor,Signal,Commerce Boulevard 
10033,10,NB,Main,Signal,Commerce Boulevard 
10033,11,NB,Main,Signal,Commerce Boulevard 
10033,11,NB,Main,Signal,Commerce Boulevard 
10033,12,WB,Minor,Signal,Commerce Boulevard 
10033,13,WB,Minor,Signal,Commerce Boulevard 
10033,14,WB,Minor,Signal,Commerce Boulevard 
10033,15,WB,Minor,Signal,Commerce Boulevard 
10033,16,WB,Minor,Signal,Commerce Boulevard 
10034,1,SB,Main,Signal,Adams Lane - Cozzens Lane 
10034,2,SB,Main,Signal,Adams Lane - Cozzens Lane 
10034,3,SB,Main,Signal,Adams Lane - Cozzens Lane 
10034,4,SB,Main,Signal,Adams Lane - Cozzens Lane 
10034,5,EB,Minor,Signal,Adams Lane - Cozzens Lane 
10034,6,EB,Minor,Signal,Adams Lane - Cozzens Lane 
10034,7,EB,Minor,Signal,Adams Lane - Cozzens Lane 
10034,8,NB,Main,Signal,Adams Lane - Cozzens Lane 
10034,9,NB,Main,Signal,Adams Lane - Cozzens Lane 
10034,10,NB,Main,Signal,Adams Lane - Cozzens Lane 
10034,11,WB,Minor,Signal,Adams Lane - Cozzens Lane 
10034,12,WB,Minor,Signal,Adams Lane - Cozzens Lane 
10034,13,WB,Minor,Signal,Adams Lane - Cozzens Lane 
10034,14,WB,Minor,Signal,Adams Lane - Cozzens Lane 
10034,17,SB,Main,MidBlock,Adams Lane - Cozzens Lane 
10034,18,SB,Main,MidBlock,Adams Lane - Cozzens Lane 
10034,19,SB,Main,MidBlock,Adams Lane - Cozzens Lane 
10034,20,SB,Main,MidBlock,Adams Lane - Cozzens Lane 
10035,1,SB,Main,Signal,North Oaks Boulevard 
10035,2,SB,Main,Signal,North Oaks Boulevard 
10035,3,SB,Main,Signal,North Oaks Boulevard 
10035,4,EB,Minor,Signal,North Oaks Boulevard 
10035,5,EB,Minor,Signal,North Oaks Boulevard 
10035,6,EB,Minor,Signal,North Oaks Boulevard 
10035,7,NB,Main,Signal,North Oaks Boulevard 
10035,8,NB,Main,Signal,North Oaks Boulevard 
10035,9,NB,Main,Signal,North Oaks Boulevard 
10035,17,SB,Main,MidBlock,North Oaks Boulevard 
10035,18,SB,Main,MidBlock,North Oaks Boulevard 
10035,19,SB,Main,MidBlock,North Oaks Boulevard 
10035,21,NB,Main,MidBlock,North Oaks Boulevard 
10035,22,NB,Main,MidBlock,North Oaks Boulevard 
10035,23,NB,Main,MidBlock,North Oaks Boulevard 
10035,24,NB,Main,MidBlock,North Oaks Boulevard 
10036,1,SB,Main,Signal,Fashion Plaza Entrance 
10036,2,SB,Main,Signal,Fashion Plaza Entrance 
10036,3,SB,Main,Signal,Fashion Plaza Entrance 
10036,4,EB,Minor,Signal,Fashion Plaza Entrance 
10036,5,EB,Minor,Signal,Fashion Plaza Entrance 
10036,6,EB,Minor,Signal,Fashion Plaza Entrance 
10036,7,NB,Main,Signal,Fashion Plaza Entrance 
10036,8,NB,Main,Signal,Fashion Plaza Entrance 
10036,9,NB,Main,Signal,Fashion Plaza Entrance 
10036,10,WB,Minor,Signal,Fashion Plaza Entrance 
10036,11,WB,Minor,MidBlock,Fashion Plaza Entrance 
10036,21,NB,Main,MidBlock,Fashion Plaza Entrance 
10036,22,NB,Main,MidBlock,Fashion Plaza Entrance 
10036,23,NB,Main,MidBlock,Fashion Plaza Entrance 
10040,1,SB,Main,Signal,Plainfield Avenue
10040,2,SB,Main,Signal,Plainfield Avenue
10040,3,SB,Main,Signal,Plainfield Avenue
10040,4,EB,Minor,Signal,Plainfield Avenue
10040,5,EB,Minor,Signal,Plainfield Avenue
10040,6,NB,Main,Signal,Plainfield Avenue
10040,7,NB,Main,Signal,Plainfield Avenue
10040,8,NB,Main,Signal,Plainfield Avenue
10040,9,WB,Minor,Signal,Plainfield Avenue
10040,10,WB,Minor,Signal,Plainfield Avenue
10040,17,NB,Main,MidBlock,Plainfield Avenue
10040,18,NB,Main,MidBlock,Plainfield Avenue
10040,19,NB,Main,MidBlock,Plainfield Avenue
10040,20,NB,Main,MidBlock,Plainfield Avenue
10040,21,SB,Main,MidBlock,Plainfield Avenue
10040,22,SB,Main,MidBlock,Plainfield Avenue
10040,23,SB,Main,MidBlock,Plainfield Avenue
10041,1,SB,Main,Signal,Wooding Avenue 
10041,2,SB,Main,Signal,Wooding Avenue 
10041,3,SB,Main,Signal,Wooding Avenue 
10041,4,EB,Minor,Signal,Wooding Avenue 
10041,5,NB,Main,Signal,Wooding Avenue 
10041,6,NB,Main,Signal,Wooding Avenue 
10041,7,NB,Main,Signal,Wooding Avenue 
10041,8,WB,Minor,Signal,Wooding Avenue 
10041,17,NB,Main,MidBlock,Wooding Avenue 
10041,18,NB,Main,MidBlock,Wooding Avenue 
10041,19,NB,Main,MidBlock,Wooding Avenue 
10042,1,SB,Main,Signal,Old Post Road (South) 
10042,2,SB,Main,Signal,Old Post Road (South) 
10042,3,SB,Main,Signal,Old Post Road (South) 
10042,4,EB,Minor,Signal,Old Post Road (South) 
10042,5,EB,Minor,Signal,Old Post Road (South) 
10042,6,EB,Minor,Signal,Old Post Road (South) 
10042,7,NB,Main,Signal,Old Post Road (South) 
10042,8,NB,Main,Signal,Old Post Road (South) 
10042,9,NB,Main,Signal,Old Post Road (South) 
10042,10,WB,Minor,Signal,Old Post Road (South) 
10042,11,WB,Minor,Signal,Old Post Road (South) 
10042,12,WB,Minor,Signal,Old Post Road (South) 
10042,21,SB,Main,MidBlock,Old Post Road (South) 
10042,22,SB,Main,MidBlock,Old Post Road (South) 
10042,23,SB,Main,MidBlock,Old Post Road (South) 
10043,1,SB,Main,Signal,Old Post Road (North) 
10043,2,SB,Main,Signal,Old Post Road (North) 
10043,3,SB,Main,Signal,Old Post Road (North) 
10043,4,EB,Minor,Signal,Old Post Road (North) 
10043,5,EB,Minor,Signal,Old Post Road (North) 
10043,6,EB,Minor,Signal,Old Post Road (North) 
10043,7,NB,Main,Signal,Old Post Road (North) 
10043,8,NB,Main,Signal,Old Post Road (North) 
10043,9,NB,Main,Signal,Old Post Road (North) 
10043,10,WB,Minor,Signal,Old Post Road (North) 
10043,11,WB,Minor,Signal,Old Post Road (North) 
10043,17,NB,Main,MidBlock,Old Post Road (North) 
10043,18,NB,Main,MidBlock,Old Post Road (North) 
10043,19,NB,Main,MidBlock,Old Post Road (North) 
10044,1,SB,Main,Signal,Edison Sq Towne Dr
10044,2,SB,Main,Signal,Edison Sq Towne Dr
10044,3,SB,Main,Signal,Edison Sq Towne Dr
10044,4,EB,Minor,Signal,Edison Sq Towne Dr
10044,5,EB,Minor,Signal,Edison Sq Towne Dr
10044,6,NB,Main,Signal,Edison Sq Towne Dr
10044,7,NB,Main,Signal,Edison Sq Towne Dr
10044,8,NB,Main,Signal,Edison Sq Towne Dr
10045,1,SB,Main,Signal,Forrest Haven Boulevard 
10045,2,SB,Main,Signal,Forrest Haven Boulevard 
10045,3,SB,Main,Signal,Forrest Haven Boulevard 
10045,4,EB,Minor,Signal,Forrest Haven Boulevard 
10045,5,EB,Minor,Signal,Forrest Haven Boulevard 
10045,6,EB,Minor,Signal,Forrest Haven Boulevard 
10045,7,NB,Main,Signal,Forrest Haven Boulevard 
10045,8,NB,Main,Signal,Forrest Haven Boulevard 
10045,9,NB,Main,Signal,Forrest Haven Boulevard 
10045,10,WB,Minor,Signal,Forrest Haven Boulevard 
10045,11,WB,Minor,Signal,Forrest Haven Boulevard 
10045,12,WB,Minor,Signal,Forrest Haven Boulevard 
10045,13,WB,Minor,Signal,Forrest Haven Boulevard 
10046,1,SB,Main,Signal,Prince Street 
10046,2,SB,Main,Signal,Prince Street 
10046,3,SB,Main,Signal,Prince Street 
10046,4,SB,Main,Signal,Prince Street 
10046,5,EB,Minor,Signal,Prince Street 
10046,6,EB,Minor,Signal,Prince Street 
10046,7,NB,Main,Signal,Prince Street 
10046,8,NB,Main,Signal,Prince Street 
10046,9,NB,Main,Signal,Prince Street 
10046,21,SB,Main,MidBlock,Prince Street 
10046,22,SB,Main,MidBlock,Prince Street 
10046,23,SB,Main,MidBlock,Prince Street 
10046,24,SB,Main,MidBlock,Prince Street 
10047,1,SB,Main,Signal,Grandview Avenue 
10047,2,SB,Main,Signal,Grandview Avenue 
10047,3,SB,Main,Signal,Grandview Avenue 
10047,4,SB,Main,Signal,Grandview Avenue 
10047,5,EB,Minor,Signal,Grandview Avenue 
10047,6,EB,Minor,Signal,Grandview Avenue 
10047,7,NB,Main,Signal,Grandview Avenue 
10047,8,NB,Main,Signal,Grandview Avenue 
10047,9,NB,Main,Signal,Grandview Avenue 
10047,10,NB,Main,Signal,Grandview Avenue 
10047,11,WB,Minor,Signal,Grandview Avenue 
10047,12,WB,Minor,Signal,Grandview Avenue 
10047,17,NB,Main,MidBlock,Grandview Avenue 
10047,18,NB,Main,MidBlock,Grandview Avenue 
10047,19,NB,Main,MidBlock,Grandview Avenue 
10047,20,NB,Main,MidBlock,Grandview Avenue 
10047,21,SB,Main,MidBlock,Grandview Avenue 
10047,22,SB,Main,MidBlock,Grandview Avenue 
10047,23,SB,Main,MidBlock,Grandview Avenue 
10048,1,SB,Main,Signal,Parsonage Road 
10048,2,SB,Main,Signal,Parsonage Road 
10048,3,SB,Main,Signal,Parsonage Road 
10048,4,EB,Minor,Signal,Parsonage Road 
10048,5,EB,Minor,Signal,Parsonage Road 
10048,6,EB,Minor,Signal,Parsonage Road 
10048,7,NB,Main,Signal,Parsonage Road 
10048,8,NB,Main,Signal,Parsonage Road 
10048,9,NB,Main,Signal,Parsonage Road 
10048,10,NB,Main,Signal,Parsonage Road 
10048,11,WB,Minor,Signal,Parsonage Road 
10048,12,WB,Minor,Signal,Parsonage Road 
10048,13,WB,Minor,Signal,Parsonage Road 
10048,17,NB,Main,MidBlock,Parsonage Road 
10048,18,NB,Main,MidBlock,Parsonage Road 
10048,19,NB,Main,MidBlock,Parsonage Road 
10048,20,NB,Main,MidBlock,Parsonage Road 
10048,21,SB,Main,MidBlock,Parsonage Road 
10048,22,SB,Main,MidBlock,Parsonage Road 
10048,23,SB,Main,MidBlock,Parsonage Road 
10048,24,EB,Minor,MidBlock,Parsonage Road 
10048,24,EB,Minor,MidBlock,Parsonage Road 
10048,24,EB,Minor,MidBlock,Parsonage Road 
10049,1,SB,Main,Signal,Parsonage Road & Lafayette 
10049,2,EB,Minor,Signal,Parsonage Road & Lafayette 
10049,3,EB,Minor,Signal,Parsonage Road & Lafayette 
10049,4,EB,Minor,Signal,Parsonage Road & Lafayette 
10049,5,NB,Main,Signal,Parsonage Road & Lafayette 
10049,6,NB,Main,Signal,Parsonage Road & Lafayette 
10049,7,NB,Main,Signal,Parsonage Road & Lafayette 
10049,8,WB,Minor,Signal,Parsonage Road & Lafayette 
10049,9,WB,Minor,Signal,Parsonage Road & Lafayette 
10049,10,WB,Minor,Signal,Parsonage Road & Lafayette 
10049,24,WB,Minor,MidBlock,Parsonage Road & Lafayette 
10049,24,WB,Minor,MidBlock,Parsonage Road & Lafayette 
10049,24,WB,Minor,MidBlock,Parsonage Road & Lafayette 
10050,1,SB,Main,Signal,Ford Avenue 
10050,2,SB,Main,Signal,Ford Avenue 
10050,3,SB,Main,Signal,Ford Avenue 
10050,4,SB,Main,Signal,Ford Avenue 
10050,5,EB,Minor,Signal,Ford Avenue 
10050,6,EB,Minor,Signal,Ford Avenue 
10050,7,NB,Main,Signal,Ford Avenue 
10050,8,NB,Main,Signal,Ford Avenue 
10050,9,NB,Main,Signal,Ford Avenue 
10050,10,NB,Main,Signal,Ford Avenue 
10050,11,WB,Minor,Signal,Ford Avenue 
10050,12,WB,Minor,Signal,Ford Avenue 
10050,13,WB,Minor,Signal,Ford Avenue 
10050,17,NB,Main,MidBlock,Ford Avenue 
10050,18,NB,Main,MidBlock,Ford Avenue 
10050,19,NB,Main,MidBlock,Ford Avenue 
10050,20,NB,Main,MidBlock,Ford Avenue 
10050,21,SB,Main,MidBlock,Ford Avenue 
10050,22,SB,Main,MidBlock,Ford Avenue 
10050,23,SB,Main,MidBlock,Ford Avenue 
10050,24,SB,Main,MidBlock,Ford Avenue 
10051,1,SB,Main,Signal,Woodbridge Center Drive - Gill Lane 
10051,2,SB,Main,Signal,Woodbridge Center Drive - Gill Lane 
10051,3,SB,Main,Signal,Woodbridge Center Drive - Gill Lane 
10051,4,SB,Main,Signal,Woodbridge Center Drive - Gill Lane 
10051,5,EB,Minor,Signal,Woodbridge Center Drive - Gill Lane 
10051,6,EB,Minor,Signal,Woodbridge Center Drive - Gill Lane 
10051,7,EB,Minor,Signal,Woodbridge Center Drive - Gill Lane 
10051,8,EB,Minor,Signal,Woodbridge Center Drive - Gill Lane 
10051,9,NB,Main,Signal,Woodbridge Center Drive - Gill Lane 
10051,10,NB,Main,Signal,Woodbridge Center Drive - Gill Lane 
10051,11,NB,Main,Signal,Woodbridge Center Drive - Gill Lane 
10051,12,NB,Main,Signal,Woodbridge Center Drive - Gill Lane 
10051,13,WB,Minor,Signal,Woodbridge Center Drive - Gill Lane 
10051,14,WB,Minor,Signal,Woodbridge Center Drive - Gill Lane 
10051,15,WB,Minor,Signal,Woodbridge Center Drive - Gill Lane 
10051,16,WB,Minor,Signal,Woodbridge Center Drive - Gill Lane 
10051,17,NB,Main,MidBlock,Woodbridge Center Drive - Gill Lane 
10051,18,NB,Main,MidBlock,Woodbridge Center Drive - Gill Lane 
10051,19,NB,Main,MidBlock,Woodbridge Center Drive - Gill Lane 
10051,21,SB,Main,MidBlock,Woodbridge Center Drive - Gill Lane 
10051,22,SB,Main,MidBlock,Woodbridge Center Drive - Gill Lane 
10051,23,SB,Main,MidBlock,Woodbridge Center Drive - Gill Lane 
10052,1,SB,Main,Signal,Green Street 
10052,2,SB,Main,Signal,Green Street 
10052,3,SB,Main,Signal,Green Street 
10052,4,EB,Minor,Signal,Green Street 
10052,5,EB,Minor,Signal,Green Street 
10052,6,EB,Minor,Signal,Green Street 
10052,7,EB,Minor,Signal,Green Street 
10052,8,NB,Main,Signal,Green Street 
10052,9,NB,Main,Signal,Green Street 
10052,10,NB,Main,Signal,Green Street 
10052,11,WB,Minor,Signal,Green Street 
10052,12,WB,Minor,Signal,Green Street 
10052,13,WB,Minor,Signal,Green Street 
10052,14,WB,Minor,Signal,Green Street 
10052,17,NB,Main,MidBlock,Green Street 
10052,18,NB,Main,MidBlock,Green Street 
10052,19,NB,Main,MidBlock,Green Street 
10052,20,NB,Main,MidBlock,Green Street 
10052,21,SB,Main,MidBlock,Green Street 
10052,22,SB,Main,MidBlock,Green Street 
10052,23,SB,Main,MidBlock,Green Street 
